timestamp,temperature
1713960600.0,25.5
1713960601.0,25.6
1713960602.0,25.7
1713960603.0,25.8
1713960604.0,25.9
1713960605.0,26.0
1713960606.0,26.1
1713960607.0,26.2
1713960608.0,26.1
1713960609.0,26.0
1713960610.0,25.9
1713960611.0,25.8
1713960612.0,25.7
1713960613.0,25.6
1713960614.0,25.5
1713960615.0,25.4
1713960616.0,25.3
1713960617.0,25.2
1713960618.0,25.3
1713960619.0,25.4
1713960620.0,25.5
1713960621.0,25.6
1713960622.0,25.7
1713960623.0,25.8
1713960624.0,25.9
1713960625.0,26.0
1713960626.0,26.1
1713960627.0,26.2
1713960628.0,26.3
1713960629.0,26.4
1713960630.0,26.5
1713960631.0,26.6
1713960632.0,26.7
1713960633.0,26.8
1713960634.0,26.9
1713960635.0,27.0
1713960636.0,27.1
1713960637.0,27.2
1713960638.0,27.1
1713960639.0,27.0
1713960640.0,26.9
1777045371.4248624,28.2231
1777045372.5776246,28.2231
1777045373.730416,28.2856
1777045374.8831537,28.2231
1777045376.0359967,28.2231
1777045377.1888127,28.2231
1777045378.3415623,28.2231
1777045379.4942434,28.2231
1777045380.647027,28.2231
1777045381.7997737,28.2231
1777045382.9524245,28.2231
1777045384.1052601,28.2231
1777045385.2581668,28.2231
1777045386.410736,28.2231
1777045387.5636046,28.2231
1777045388.7163455,28.2231
1777045389.8689275,28.1606
1777045391.021987,28.2231
1777045392.174441,28.2231
1777045393.3272855,28.4106
1777045394.4802933,29.9731
1777045395.6329331,29.2856
1777045396.7858703,29.5356
1777045397.9388263,29.6606
1777045399.091566,30.8481
1777045400.2440941,30.0356
1777045401.396515,30.9106
1777045402.5492957,30.7856
1777045403.7015464,29.7231
1777045404.8548687,29.5356
1777045406.0074496,29.4731
1777045407.1604366,29.3481
1777045408.3131745,29.2231
1777045409.466068,29.0981
1777045410.6188207,29.0356
1777045411.7714455,29.9731
1777045412.9244764,29.9731
1777045414.0770628,-0.0625
1777045415.2295902,29.9731
1777045416.3822029,29.2231
1777045417.5352726,29.4731
1777045418.6881156,29.6606
1777045419.8409538,29.6606
1777045420.994011,29.5356
1777045422.1467655,29.4731
1777045423.2996206,29.4106
1777045424.4526694,29.2856
1777045425.6055121,29.2856
1777045426.7583551,29.4731
1777045427.9112725,29.6606
1777045429.0640543,29.5356
1777045430.2170782,29.7231
1777045431.3700519,30.2856
1777045432.5230587,30.4106
1777045433.6759017,30.4731
1777045434.8287246,30.4106
1777045435.981492,30.0356
1777045437.1338575,30.0356
1777045438.286552,30.0981
1777045439.439565,30.9731
1777045440.592313,29.6606
1777045441.7453697,29.4731
1777045442.898162,29.4106
1777045444.0511014,29.4106
1777045445.204081,29.4106
1777045446.356731,29.3481
1777045447.5097723,29.3481
1777045448.6625633,29.2856
1777045449.8155756,29.2856
1777045450.9680264,29.1606
1777045452.120695,29.1606
1777045453.2735,29.1606
1777045454.4261978,29.1606
1777045455.5788033,29.1606
1777045456.731471,29.1606
1777045457.8841147,29.0981
1777045459.0370474,29.0981
1777045460.1898737,29.0981
1777045461.3427966,29.0981
1777045462.4952652,29.0356
1777045463.648189,29.9731
1777045464.801008,29.9731
1777045465.9539099,29.9106
1777045467.1065671,29.9731
1777045468.2592704,29.9106
1777045469.4120834,29.9106
1777045470.564661,29.9106
1777045471.7173061,29.9106
1777045472.8698115,29.8481
1777045474.022566,29.8481
1777045475.1752796,29.7856
1777045476.3272882,29.7856
1777045477.4793053,29.7856
1777045478.631318,29.7856
1777045479.783467,29.7856
1777045480.9355159,29.7856
1777045482.087462,29.7856
1777045483.239829,29.7856
1777045484.3914957,29.7856
1777045485.5435126,29.7856
1777045486.6955676,29.7856
1777045487.84774,29.7856
1777045488.9995484,29.7856
1777045490.1518314,28.7231
1777045491.304777,28.6606
1777045492.457456,28.6606
1777045493.610219,28.6606
1777045494.763189,28.5981
1777045495.9161718,28.5981
1777045497.0689054,28.6606
1777045498.2216773,28.6606
1777045499.374513,28.6606
1777045500.5273829,28.5356
1777045501.680121,28.5356
1777045502.8332126,28.5356
1777045503.985918,28.5356
1777045505.138702,29.0356
1777045506.2911615,29.4106
1777045507.444234,29.4731
1777045508.5973628,29.4731
1777045509.7505817,29.4731
1777045510.903488,29.5356
1777045512.0562973,29.7231
1777045513.209146,30.0981
1777045514.3622677,30.5981
1777045515.514967,31.0356
1777045516.6676083,30.0981
1777045517.8206863,29.7231
1777045518.9737592,29.4731
1777045520.1267319,29.4106
1777045521.279712,29.3481
1777045522.4325325,29.2856
1777045523.5853395,29.2856
1777045524.7382097,29.2856
1777045525.8910725,29.2856
1777045527.0443218,29.2856
1777045528.19663,29.2856
1777045529.34969,29.2856
1777045530.5022442,29.2231
1777045531.6551347,29.2231
1777045532.8079565,29.1606
1777045533.960639,29.0981
1777045535.11336,29.1606
1777045536.2660182,29.1606
1777045537.4188147,29.0981
1777045538.5716145,29.1606
1777045539.724444,29.0981
1777045540.877171,29.1606
1777045542.0298512,29.1606
1777045543.1824026,29.1606
1777045544.3349469,29.1606
1777045545.4877126,29.1606
1777045546.6404493,29.0981
1777045547.7932518,29.0981
1777045548.9462044,29.0981
1777045550.0989468,29.0981
1777045551.2515817,29.0356
1777045552.4040244,29.0356
1777045553.556561,29.0356
1777045554.7094226,29.9731
1777045555.8621862,29.9106
1777045557.014719,29.9106
1777045558.1674006,29.9106
1777045559.3200207,29.8481
1777045560.4726357,29.7856
1777045612.3474507,28.2856
1777045613.5001442,28.2856
1777045614.6527202,28.3481
1777045615.8056688,28.2856
1777045616.9584813,28.2856
1777045618.1112142,28.3481
1777045619.2639809,28.3481
1777045620.4168737,28.2856
1777045621.5695918,28.2856
1777045622.7222736,28.3481
1777045623.87527,28.3481
1777045625.0279982,28.2856
1777045626.1808543,28.2856
1777045627.3335924,28.2856
1777045628.4864137,28.3481
1777045629.639299,28.2856
1777045630.791897,28.2856
1777045631.9447904,28.2856
1777045633.0975068,28.2856
1777045634.250166,28.2231
1777045635.4029381,28.2231
1777045636.555743,28.2231
1777045637.7084775,28.2231
1777045638.8613167,28.2231
1777045640.01399,28.2231
1777045641.1666985,28.2231
1777045642.3194559,28.2231
1777045643.4720683,28.1606
1777045644.6248205,28.2231
1777045645.777736,28.2231
1777045646.9302413,28.1606
1777045648.0830884,28.2231
1777045649.2357914,28.1606
1777045650.388497,28.2231
1777045651.541217,28.2231
1777045652.693781,28.1606
1777045653.84649,28.1606
1777045654.9990466,28.1606
1777045656.1517189,28.0981
1777045657.3045924,28.0981
1777045658.4572709,28.0981
1777045659.6099474,28.0981
1777045660.7628014,28.0981
1777045661.9155943,28.0981
1777045663.068245,28.0981
1777045664.2210248,28.0981
1777045665.3737183,28.0981
1777045666.5264347,28.0981
1777045667.679286,28.0981
1777045668.8321204,28.0981
1777045669.9847226,28.1606
1777045671.137404,28.1606
1777045672.2900546,28.0981
1777045673.4427261,28.1606
1777045674.5953376,28.1606
1777045675.7479844,28.2231
1777045676.9008627,28.2231
1777045718.396524,28.1606
1777045719.549085,28.1606
1777045720.7015882,28.1606
1777045721.8542953,28.1606
1777045723.006919,28.1606
1777045724.159643,28.1606
1777045725.3123193,28.1606
1777045726.464906,28.1606
1777045727.6176405,28.2231
1777045728.7703161,28.1606
1777045729.9230387,28.2231
1777045731.0757382,28.2231
1777045732.2285666,28.2231
1777045733.3812869,28.2231
1777045734.534056,28.1606
1777045735.686653,28.1606
1777045736.8392563,28.0981
1777045737.9919128,28.1606
1777045739.144682,28.1606
1777045740.2971847,28.0981
1777045741.4499714,28.0981
1777045742.6026208,28.0356
1777045743.7549198,28.0356
1777045744.907462,28.0356
1777045746.0598762,28.0356
1777045747.2124631,28.0356
1777045748.3647065,28.0356
1777045749.5172586,28.0356
1777045935.105628,27.5981
1777045936.2585738,27.5981
1777045937.4115915,27.5981
1777045938.564769,27.5981
1777045939.7177963,27.5981
1777045940.8709998,27.5981
1777045942.0239766,27.5981
1777045943.1769183,27.5356
1777045944.3296905,27.5356
1777045945.4825966,27.5356
1777045946.6354976,27.5356
1777045947.788442,27.5356
1777045948.9413297,27.5981
1777045950.0942576,27.5356
1777045951.2470517,27.5356
1777045952.40023,27.4731
1777045953.5530999,27.5356
1777045954.7060957,28.7231
1777045955.8587456,30.0356
1777045957.011521,31.9106
1777045958.164341,31.4731
1777045959.3171391,32.8481
1777045960.469841,32.8481
1777045961.6225917,31.6606
1777045962.7751844,32.8481
1777045963.9278333,32.1606
1777045965.080556,32.2856
1777045966.2331343,32.2856
1777045967.386056,32.4106
1777045968.5387359,32.5356
1777045969.6914535,32.0445
1777045970.8439977,32.107
1777045971.9967813,32.2231
1777045973.1495228,32.9731
1777045974.3023114,31.6606
1777045975.4551637,31.4106
1777045976.607923,31.2231
1777045977.7605493,31.0356
1777045978.9133742,31.9106
1777045980.0663476,30.7231
1777045981.2191877,30.5356
1777045982.372281,30.4731
1777045983.5250964,30.3481
1777045984.678054,30.2231
1777045985.830829,30.0981
1777045986.9836519,30.0356
1777045988.1362162,30.9106
1777045989.288805,30.7856
1777045990.441107,29.7231
1777045991.5939152,29.6606
1777045992.7468302,29.5356
1777045993.899765,29.4731
1777045995.052848,29.4106
1777045996.2056484,29.3481
1777045997.3585489,29.2856
1777045998.5112367,29.1606
1777045999.6636782,29.1606
1777046000.8164694,29.0356
1777046001.9691956,29.9731
1777046003.1221018,29.9731
1777046004.2746704,29.9106
1777046005.4274428,29.8481
1777046006.5799615,29.7856
1777046007.732358,28.7231
1777046008.8855274,28.7231
1777046010.0382807,28.6606
1777046011.1911716,28.5356
1777046012.3439937,28.5356
1777046013.4969413,28.5356
1777046014.649889,28.4731
1777046015.8028433,28.4731
1777046016.9558423,28.4731
1777046018.1088037,28.4731
1777046019.2615645,28.4106
1777046020.414439,28.4106
1777046021.5672143,28.4106
1777046022.7202117,28.3481
1777046023.8730016,28.3481
1777046025.0259292,28.3481
1777046026.1788483,28.3481
1777046027.3317852,28.4106
1777046028.484458,28.4106
1777046029.6374807,29.2856
1777046030.7903574,-0.0625
1777046031.9423358,29.5356
1777046033.095487,29.7231
1777046125.3176339,28.7856
1777046126.4698153,28.8481
1777046127.6224208,28.8481
1777046128.776405,28.8481
1777046129.927839,28.8481
1777046131.0806696,28.8481
1777046132.2334826,28.8481
1777046133.3860264,28.7856
1777046156.4317017,28.7856
1777046157.5836244,28.7856
1777046158.7382088,27.7231
1777046159.889098,27.7231
1777046161.0416768,28.7856
1777046162.1941173,27.7231
1777046163.346882,28.7856
1777046164.499541,27.7231
1777046165.6523886,27.7231
1777046166.805348,27.7231
1777046167.9583995,27.7231
1777046169.1111548,28.7856
1777046170.2653065,27.7231
1777046171.4162316,25.4017
1777046172.5695662,28.7231
1777046173.7221413,30.1606
1777046174.8745797,31.0356
1777046176.027561,31.5981
1777046177.1803343,32.9731
1777046178.3352678,32.1606
1777046179.4856157,32.2856
1777046180.6384642,32.4731
1777046181.7911806,32.5356
1777046182.944,32.5356
1777046184.0967767,32.4731
1777046185.2496722,32.4106
1777046186.402243,32.0981
1777046187.555228,32.9731
1777046188.7076764,32.7856
1777046189.859765,32.9731
1777046191.012426,32.0981
1777046192.165157,32.2856
1777046193.3176935,32.2856
1777046194.4730427,32.107
1777046195.623209,32.2856
1777046196.7757597,32.3481
